 ,DF,TEST,Thema / Kategorie,Name Intent / Problem,Eltern-Intent,Grundlegende Fragestellungen,Alternative Frageformulierungen (Training Phrases),Antwort (Textform),Antwort (Verweis / URL),Quelle,Kommentare
181,FALSE,TRUE,HdM OX,Setup_OutOfOffice_Message,,Wie richte ich eine Abwesenheitsnachricht in HdM OX ein?,"Wie zeige ich automatisiert per Mail meine Abwesenheit an?
Kann ich per Mail zeigen, dass ich vorrübergehend nicht erreichbar bin?
Kann ich eine Abwesenheitsnachricht bei HdM OX einrichten?
Wie richte ich eine Out Of Office Nachricht ein?","Du bist im Urlaub oder anderweitig außer Haus? Dann findest Du hier eine Anleitung, um eine Abwesenheitmail in HdM OX einzurichten: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdM-OX_Abwesenheitsnachricht.pdf",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdM-OX_Abwesenheitsnachricht.pdf,,
182,FALSE,TRUE,HdM OX,Mail_Calendar_Share,,Wie gebe ich einen Kalender in HdM OX frei?,"Wie kann ich meinen Kalender in HdM OX teilen?
Wie teile ich einen Kalender mit Arbeitskollegen per Mailserver?
WIe richte ich einen gemeinsamen Kalender in HdM OX ein?
Kann ich mit anderen Kollegen mir einen Mail-Kalender teilen?
Wie richte ich einen Abteilungskalender in HdM OX ein?
Wie erteile ich meinen Kollegen Zugriff auf einen Mail-Kalender?","Wenn Du deinen Kalender mit anderen teilen willst oder für einen Abteilungskalender zuständig bist, musst Du den entsprechenden Kalender auch für andere Kolleg*innen zugriffsfähig machen. Eine Anleitung findest Du hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdM-OX_Kalenderfreigabe.pdf",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/HdM-OX_Kalenderfreigabe.pdf,,
183,FALSE,TRUE,HdM Ox,Mailinglisten,,Wie richte ich eine Mailingliste ein?,"Für was wird Mailingliste benötigt?
Welche Mailinglisten gibt es?","Mit den Mailinglisten der HdM ist es möglich, unterschiedliche Personengruppen über eine E-Mail-Adresse zu erreichen. Es werden drei Mailinglisten unterschieden: Zentraldefinierte Mailinglisten (ZML), Studierenden-Mailinglisten (SML) und Benutzerdefinierte Mailinglisten (BML). Weitere Informationen zu Mailinglisten und ihrer Verwendung findest Du hier unter Mailinglisten: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender,,
184,FALSE,TRUE,Filestore,Filestore_Integration_Windows_Explorer,,Wie binde ich Filestore in den Windows Explorer ein?,"Kann ich einen Filestore in den Windows Explorer einbinden?
Wie richte ich Filestore als Netzlaufwerk in den Windoes Explorer ein?
Wie binde ich den HdM Filestore als Netzlaufwerk im Windows Explorer ein?","Um den Zugriff auf filestore.hdm-stuttgart.de für viele Anwendungen komfortabler zu gestalten, kannst Du
den Filestore auch als Netzlaufwerk in den Windows Explorer einbinden. Eine Anleitung für die Einrichtung findest Du hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Filestore_WindowsExplorereinbinden.pdf",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Filestore_WindowsExplorereinbinden.pdf,,
185,FALSE,TRUE,Filestore,Filestore_Integreation,,Wie binde ich Filestore als Netzlaufwerk ein?,"Kann ich ein externes Netzlaufwerk in den Filestore einbinden?
Wie richte ich Filestore als externen Netzlaufwerk ein?",Unter https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Filestore_Netzlaufwerkeinbinden.pdf findest Du eine Anleitung zum Einbinden von Filestore als externes Netzlaufwerk. ,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Filestore_Netzlaufwerkeinbinden.pdf,,
186,FALSE,TRUE,Filestore,Sync-Client_Install_Config,,Wie installiere ich den ownCloud/HdMFileStore Sync-Client?,"Wie konfiguriere ich den ownCloud/HdMFileStore Sync-Client?
Wie passe ich die Konfiguration des Sync-Clients an?
Wie passe ich die Konfiguration des Sync-Clients nachträglich an?
",Informationen zur Installation und Konfiguration von filestore (ownCloud) - Sync Client findest Du hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Filestore_SyncClient.pdf,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Filestore_SyncClient.pdf,,ownCloud_HdMFileStore Sync-Client_Install_Config
187,FALSE,TRUE,Filestore,Sync-Client_Download_Info,,Wo finde ich die Links zum Download des Sync-Clients?,"Wo kann ich den Sync-Client downloaden?  
Wo fiinde ich den Sync-Client?",Informationen zur Installation und Konfiguration von Filestore (ownCloud) - Sync Client findest Du hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Filestore_SyncClient.pdf  ,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Filestore_SyncClient.pdf,,
188,FALSE,TRUE,Filestore,Sync-Client_Anpassung,,Wie kann ich die Sync Client Konfiguration nachträglich anpassen?,"Kann ich die Sync Client Konfiguration nachträglich anpassen?
Wie passe ich Sync Client nachträglich an?",Hier findest Du eine Anleitung für eine nachträgliche Anpasung der Sync Client Konfiguration: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Filestore_SyncClient.pdf,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Filestore_SyncClient.pdf,,
189,FALSE,FALSE,Filestore,HdMFileStore_Sync,,Wie synchronisiere ich Inhalte des HdMFileStore lokal auf einen Computer?,"Wie synchronisiere ich Inhalte des HdMFileStore lokal auf einen Ordner?
Wie synchronisiere ich Inhalte des HdMFileStore lokal auf eine Festplatte?
Wie kann ich Synchronisationsprotokoll anzeigen lassen?
Wo finde ich das Synchronisationsprotokoll?",Hier findest Du eine Anleitung für die Synchronisierung des HdM Filestore lokal auf Deinem Computer: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Filestore_SyncClient.pdf ,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Filestore_SyncClient.pdf,,Link geändert
190,FALSE,TRUE,Filestore,Filestore_Note,,"Was passiert, wenn Dateien vom synchronisierten lokalen Ordner gelöscht oder geändert werden?","Was passiert, wenn Dateien vom synchronisierten lokalen Ordner geändert werden?
Was passiert, wenn Dateien vom synchronisierten lokalen Ordner gelöscht werden?","Werden Daten von synchronisierten lokalen Order gelöscht, so werden diese auch auf dem HdMFileStore gelöscht! Du findest diese auf dem HdMFileStore-Server noch für eine Übergangszeit im Papierkorb. 
Werden Dateien vom synchronisierten lokalen Ordern geändert, werden diese auf dem HdMFileStore-Server für eine Übergangszeit versioniert.
Sowohl Papierkorb als auch Versionen dienen nur der kurzfristigen Korrektur von Lösch- oder Bearbeitungsfehlern.",https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Filestore_SyncClient.pdf,,
191,FALSE,TRUE,Drucker/Scanner,Kyocera_M5526_Bedienung,,Wie bediene ich einen Kyocera M5526 Scanner?,"Wo finde ich das Handbuch für den Kyocera M5526 Scanner?
Wo finde ich die Anleitung für den Kyocera M5526 Scanner?",Hier findest Du eine Anleitung für die Einrichtung des Kyocera ECOSYS M5526cdn: https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/KyoceraM5526.pdf ,https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/KyoceraM5526.pdf,,
193,FALSE,TRUE,Zoom,Zoom_Datenschutz,,Was muss ich in Zoom zum Datenschutz beachten?,"Wo finde ich die Datenschutzbestimmungen von Zoom?
Datenschutz bei Zoom?
Wie nutzt Zoom meine Daten?",Die Datenschutzerklärung von Zoom findest Du hier: https://www.hdm-stuttgart.de/studierende/abteilungen/it/datenschutz_zoom,https://www.hdm-stuttgart.de/studierende/abteilungen/it/datenschutz_zoom,,nicht mehr vorhanden -> Link tot
194,FALSE,FALSE,HdM  Aufwertung,HdMCard_Aufwertung,,Wie werte ich meine HdMCard auf?,"Wie lade ich meine HdMCard auf?
Wo sehe ich das Guthaben meiner HdM Karte?",An den Standorten Nobelstrasse und Wolframstrasse befindet sich jeweils ein Aufwerter zum Laden der Chipkartenbörse. Mehr Informationen gibt es hier: https://www.hdm-stuttgart.de/intranet/beschaeftigte/selbstverwaltung/hdmcard/anleitungen/Anleitung_Aufwerter.pdf ,https://www.hdm-stuttgart.de/intranet/beschaeftigte/selbstverwaltung/hdmcard/anleitungen/Anleitung_Aufwerter.pdf,,
195,FALSE,TRUE,HdM Card Infos,HdMCard_Infos,,Was kann ich mit meinem Studentenausweis tun?,"Was kann man mit der HdM Card tun?
Welche Funktionen bietet mir die HdMCard?","Die HdMCard dient gleichzeitig als Studierendenausweis, Kopierkarte, Zutrittskarte und Bibliotheksausweis. /n Als Semesterticket im VVS-Bereich gilt die HdM Card nur Mo-Fr ab 18 Uhr, Sa, So und Feiertags gilt sie ganztägig. Gültig als Ticket ist sie nur mit dem VVS-Logo (also nach dem Validieren).",https://www.hdm-stuttgart.de/intranet/studierende/service/hdmcard,,
196,FALSE,TRUE,HdM Card Validieren,HdMCard_Validieren,,Wie kann ich meine HdMCard validieren?,"Wie kann ich meinen Studentenausweis validieren?
Wie kann ich meinen Studentenausweis verlängern?
Wo kann ich meinen Studentenausweis validieren lassen?","Die Gültigkeitsdauer und das VVS-Logo für das 
Semesterticket können an den Service-Terminals
selbst aufdruckt werden. Jeweils im Foyer der Nobelstraße 
8 und 10 stehen Terminals zur Verfügung.",https://www.hdm-stuttgart.de/intranet/studierende/service/hdmcard,,
197,FALSE,TRUE,HdM Card Ausgabe,HdmCard_Ausgabe,,Wo erhalte ich meine HdMCard?,"Wo erhalte ich mein Studentenausweis?
Ausgabe Studierendenausweis?",Studierende erhalten ihre HdMCard in der Nobelstraße im Studienbüro.,https://www.hdm-stuttgart.de/intranet/studierende/service/hdmcard,,
198,FALSE,TRUE,Zertifikate & Signaturen,zertifikate_allgemein,,Was sind Zertifikate?,"Wofür gibt es Zertifikate?
Warum braucht man Zertifikate?

","Mithilfe eines Zertifikats kann sich ein Server, auf dem Dienste angeboten werden, gegenüber einem anfragenden Programm (Client) ausweisen, womit der Client sichergehen kann, mit dem richtigen Server zu kommunizieren.",https://www.hdm-stuttgart.de/intranet/services/iz-it/zertifikate_signaturen,,
199,FALSE,TRUE,Zertifikate & Signaturen,zertifikate_hdm,,Welche Zertifikate kommen an der HdM zum Einsatz?,"Welche Zertifikate besitzt die HdM?
Aus welchen Quellen besitzt die HdM Zertifikate",An der HdM sind Zertifikate aus unterschiedlichen Quellen im Einsatz. Neben den bei externen Dienstleistern gekauften Zertifikaten sind auch DFN-Zertifikate im Einsatz.,https://www.hdm-stuttgart.de/intranet/services/iz-it/zertifikate_signaturen,,
200,FALSE,TRUE,Zertifikate & Signaturen,zertifikate_dnf-pki,,Wie funktioniert DNF-PKI?,"Was sind DNF-PKI Zertifikate?
Welche DNF-PKI Zertifikate gibt es?","Unter https://www.hdm-stuttgart.de/intranet/services/iz-it/zertifikate_signaturen/dfn-pki_server-zertifikate findest Du alle Informationen und Anleitungen zum DFN-PKI Serverzertifikat.
Unter https://www.hdm-stuttgart.de/intranet/services/iz-it/zertifikate_signaturen/dfn-pki_nutzer-zertifikate sind alle Informatione zum Nutzerzertifikat aufgeführt.","https://www.hdm-stuttgart.de/intranet/services/iz-it/zertifikate_signaturen/dfn-pki_server-zertifikate
https://www.hdm-stuttgart.de/intranet/services/iz-it/zertifikate_signaturen/dfn-pki_nutzer-zertifikate

",,
201,FALSE,TRUE,Zertifikate & Signaturen,zertifikate_gekaufte,,Was sind gekaufte Zertifikate?,"Wie funktionieren gekaufte Zertifikate?
Wie verwende ich gekaufte Zertifikate?","Gekaufte Zertifikate werden von externen Dienstleistern bezogen und werden für gewöhnlich ohne weiteres Zutun des Anwenders verwendet, da die übergeordneten Zertifikate in den jeweiligen Programmen, wie zum Beispiel Internetbrowser oder E-Mail-Programm, bereits integriert sind.",https://www.hdm-stuttgart.de/intranet/services/iz-it/zertifikate_signaturen,,
202,FALSE,TRUE,SB-Funktionen,SB_funktionen_anforderungen,,Was benötige ich um die SB-Funktionen nutzen zu können? ,"Technische Anforderungen für SB-Funktionen?
Welche Technik brauche ich,  um die SB Funktionen nutzen zu können?",Alle technischen Anforderungen findest Du unter https://www.hdm-stuttgart.de/intranet/studierende/service/sb/anforderungen,https://www.hdm-stuttgart.de/intranet/studierende/service/sb/anforderungen,,
203,FALSE,TRUE,SB-Funktionen,SB_funktionen,,Was sind die SB-Funktionen?,"Was kann ich in den SB-Funktionen machen?
Wo kann ich mich zu Prüfungen anmelden?
Wo kann ich mich rückmelden?","In den SB-Funktionen kannst Du zum Beispiel deine persönlichen Daten ändern, dich zu Prüfungen an und abmelden, deine Noten einsehen und einiges mehr. 
Den gesamten Funktionsumfang findest Du unter https://www.hdm-stuttgart.de/intranet/studierende/service/sb/hinweise",https://www.hdm-stuttgart.de/intranet/studierende/service/sb/hinweise,,
204,FALSE,TRUE,SB-Funktionen,SB_funktionen_nutzung,,Wie nutze ich die SB-Funktionen?,"Wie funktionieren die SB-Funktionen?
 Was brauche ich für die SB Funktionen?",Um die SB-Funktionen nutzen zu können benötigst Du lediglich deinen HdM-Account (Kürzel und Passwort) zur Authentifizierung sowie einen Rechner mit Internetanschluss.,https://www.hdm-stuttgart.de/intranet/studierende/service/sb,,
205,FALSE,TRUE,SB-Funktionen,SB_funktionen_link,,Wie finde ich die SB-Funktionen?,"Wie ist der Link zu den SB-Funktionen?
Wo sind die SB-Funktionen?",Die SB-Funktionen findest Du unter http://www.hdm-stuttgart.de/sb,http://www.hdm-stuttgart.de/sb,,
206,FALSE,FALSE,Allgemein,default_help,,Wie funktioniert das?,"Was muss ich machen?
Was kann ich tun?
Was kannst Du?
Kannst Du mir helfen?
Hilfe
Wie funktionierst Du?
Ich brauche Hilfe
????
?
hilf mir","Gerne versuche ich Dir weiterzuhelfen! Meine primäre Aufgabe, ist es Dich schnell zum Ziel zu bringen, falls Du ein IT-Problem hast.

Ich kann Dir Auskünfte über ganz allgemeine Themen geben, egal ob Du Mitarbeiter/in, Student/in oder eine Lehrkraft bist. Hier sind einige Beispielthemen zu denen Du mir Fragen stellen kannst: \n• SB-Funktionen \n• Einrichtung vom Arbeitsplatz \n• Mails \n• VPN\n• Drucker\n• Microsoft Office 365 ProPlus \n• eduroam\n• bwCloud\n• und viele weitere...",,,
207,FALSE,FALSE,Allgemein,default_welcome,,hello,"was geht
hey
ja hallo
ich grüße dich
hallöchen
hallo Schatzi
hallo Schatz
hallo hallo
hallo
grüß dich
hi","Hallo, ich bin EDVIN, dein Ansprechpartner bei Fragen zur IT an der HdM-  Für eine Übersicht über die verschiedenen Themen, schreibe mir einfach \""Ich brauche Hilfe\"".

Leg los und frag mich z.B. \""Wie installiere ich VPN bei mir?\"". Keine Angst, ich benötige keine personenbezogenen Daten von Dir. \nWie kann ich Dir weiterhelfen?",,,
208,FALSE,FALSE,,Default Fallback Intent,,,,"Ich verstehe Deine Frage leider nicht. Bitte formuliere die Frage etwas um.

Entschuldige bitte, ich habe Deine Frage nicht verstanden. Bitte formuliere die Frage etwas genauer oder stelle eine neue Frage.

Ich bin nicht so sicher, ob ich dich richtig verstanden habe, kannst Du Dein Anliegen vielleicht anders ausdrücken?

Leider kann ich nicht verstehen, was du von mir möchtest. Bitte formuliere die Frage etwas um oder stelle eine neue Frage.

Kannst Du das noch mal anders formulieren? Ich habe das leider nicht verstanden.",,,
209,FALSE,FALSE,,,,,,,,,
210,FALSE,FALSE,,,,,,,,,
